-10.000000 	 0.999830 
-9.990000 	 0.999829 
-9.980000 	 0.999828 
-9.970000 	 0.999826 
-9.960000 	 0.999825 
-9.950000 	 0.999823 
-9.940000 	 0.999822 
-9.930000 	 0.999821 
-9.920000 	 0.999819 
-9.910000 	 0.999818 
-9.900000 	 0.999816 
-9.890000 	 0.999815 
-9.880000 	 0.999813 
-9.870000 	 0.999812 
-9.860000 	 0.999810 
-9.850000 	 0.999809 
-9.840000 	 0.999807 
-9.830000 	 0.999806 
-9.820000 	 0.999804 
-9.810000 	 0.999803 
-9.800000 	 0.999801 
-9.790000 	 0.999799 
-9.780000 	 0.999798 
-9.770000 	 0.999796 
-9.760000 	 0.999795 
-9.750000 	 0.999793 
-9.740000 	 0.999791 
-9.730000 	 0.999790 
-9.720000 	 0.999788 
-9.710000 	 0.999786 
-9.700000 	 0.999784 
-9.690000 	 0.999783 
-9.680000 	 0.999781 
-9.670000 	 0.999779 
-9.660000 	 0.999777 
-9.650000 	 0.999776 
-9.640000 	 0.999774 
-9.630000 	 0.999772 
-9.620000 	 0.999770 
-9.610000 	 0.999768 
-9.600000 	 0.999766 
-9.590000 	 0.999765 
-9.580000 	 0.999763 
-9.570000 	 0.999761 
-9.560000 	 0.999759 
-9.550000 	 0.999757 
-9.540000 	 0.999755 
-9.530000 	 0.999753 
-9.520000 	 0.999751 
-9.510000 	 0.999749 
-9.500000 	 0.999747 
-9.490000 	 0.999745 
-9.480000 	 0.999743 
-9.470000 	 0.999741 
-9.460000 	 0.999739 
-9.450000 	 0.999737 
-9.440000 	 0.999735 
-9.430000 	 0.999732 
-9.420000 	 0.999730 
-9.410000 	 0.999728 
-9.400000 	 0.999726 
-9.390000 	 0.999724 
-9.380000 	 0.999722 
-9.370000 	 0.999719 
-9.360000 	 0.999717 
-9.350000 	 0.999715 
-9.340000 	 0.999712 
-9.330000 	 0.999710 
-9.320000 	 0.999708 
-9.310000 	 0.999705 
-9.300000 	 0.999703 
-9.290000 	 0.999701 
-9.280000 	 0.999698 
-9.270000 	 0.999696 
-9.260000 	 0.999693 
-9.250000 	 0.999691 
-9.240000 	 0.999689 
-9.230000 	 0.999686 
-9.220000 	 0.999683 
-9.210000 	 0.999681 
-9.200000 	 0.999678 
-9.190000 	 0.999676 
-9.180000 	 0.999673 
-9.170000 	 0.999671 
-9.160000 	 0.999668 
-9.150000 	 0.999665 
-9.140000 	 0.999663 
-9.130000 	 0.999660 
-9.120000 	 0.999657 
-9.110000 	 0.999654 
-9.100000 	 0.999652 
-9.090000 	 0.999649 
-9.080000 	 0.999646 
-9.070000 	 0.999643 
-9.060000 	 0.999640 
-9.050000 	 0.999637 
-9.040000 	 0.999634 
-9.030000 	 0.999632 
-9.020000 	 0.999629 
-9.010000 	 0.999626 
-9.000000 	 0.999623 
-8.990000 	 0.999620 
-8.980000 	 0.999616 
-8.970000 	 0.999613 
-8.960000 	 0.999610 
-8.950000 	 0.999607 
-8.940000 	 0.999604 
-8.930000 	 0.999601 
-8.920000 	 0.999598 
-8.910000 	 0.999594 
-8.900000 	 0.999591 
-8.890000 	 0.999588 
-8.880000 	 0.999585 
-8.870000 	 0.999581 
-8.860000 	 0.999578 
-8.850000 	 0.999574 
-8.840000 	 0.999571 
-8.830000 	 0.999568 
-8.820000 	 0.999564 
-8.810000 	 0.999561 
-8.800000 	 0.999557 
-8.790000 	 0.999554 
-8.780000 	 0.999550 
-8.770000 	 0.999546 
-8.760000 	 0.999543 
-8.750000 	 0.999539 
-8.740000 	 0.999535 
-8.730000 	 0.999532 
-8.720000 	 0.999528 
-8.710000 	 0.999524 
-8.700000 	 0.999520 
-8.690000 	 0.999516 
-8.680000 	 0.999512 
-8.670000 	 0.999509 
-8.660000 	 0.999505 
-8.650000 	 0.999501 
-8.640000 	 0.999497 
-8.630000 	 0.999493 
-8.620000 	 0.999488 
-8.610000 	 0.999484 
-8.600000 	 0.999480 
-8.590000 	 0.999476 
-8.580000 	 0.999472 
-8.570000 	 0.999468 
-8.560000 	 0.999463 
-8.550000 	 0.999459 
-8.540000 	 0.999455 
-8.530000 	 0.999450 
-8.520000 	 0.999446 
-8.510000 	 0.999441 
-8.500000 	 0.999437 
-8.490000 	 0.999432 
-8.480000 	 0.999428 
-8.470000 	 0.999423 
-8.460000 	 0.999419 
-8.450000 	 0.999414 
-8.440000 	 0.999409 
-8.430000 	 0.999405 
-8.420000 	 0.999400 
-8.410000 	 0.999395 
-8.400000 	 0.999390 
-8.390000 	 0.999385 
-8.380000 	 0.999380 
-8.370000 	 0.999375 
-8.360000 	 0.999370 
-8.350000 	 0.999365 
-8.340000 	 0.999360 
-8.330000 	 0.999355 
-8.320000 	 0.999350 
-8.310000 	 0.999345 
-8.300000 	 0.999339 
-8.290000 	 0.999334 
-8.280000 	 0.999329 
-8.270000 	 0.999323 
-8.260000 	 0.999318 
-8.250000 	 0.999312 
-8.240000 	 0.999307 
-8.230000 	 0.999301 
-8.220000 	 0.999296 
-8.210000 	 0.999290 
-8.200000 	 0.999284 
-8.190000 	 0.999278 
-8.180000 	 0.999273 
-8.170000 	 0.999267 
-8.160000 	 0.999261 
-8.150000 	 0.999255 
-8.140000 	 0.999249 
-8.130000 	 0.999243 
-8.120000 	 0.999237 
-8.110000 	 0.999231 
-8.100000 	 0.999225 
-8.090000 	 0.999218 
-8.080000 	 0.999212 
-8.070000 	 0.999206 
-8.060000 	 0.999199 
-8.050000 	 0.999193 
-8.040000 	 0.999186 
-8.030000 	 0.999180 
-8.020000 	 0.999173 
-8.010000 	 0.999167 
-8.000000 	 0.999160 
-7.990000 	 0.999153 
-7.980000 	 0.999146 
-7.970000 	 0.999140 
-7.960000 	 0.999133 
-7.950000 	 0.999126 
-7.940000 	 0.999119 
-7.930000 	 0.999112 
-7.920000 	 0.999105 
-7.910000 	 0.999097 
-7.900000 	 0.999090 
-7.890000 	 0.999083 
-7.880000 	 0.999075 
-7.870000 	 0.999068 
-7.860000 	 0.999060 
-7.850000 	 0.999053 
-7.840000 	 0.999045 
